name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard,fantasy_points_ppr,player_id
Jason Moore,LAC,WR,24,10,0,0,0,0,0,0,0,5,2,43,0,0,0,,,4,6.3,MoorJa02
Paul Perkins,DET,RB,25,4,0,0,0,0,12,29,0,1,1,9,0,0,0,,,4,4.8,PerkPa00
Jay Ajayi,PHI,RB,26,3,0,0,0,0,10,30,0,1,0,0,0,0,0,,,3,3.0,AjayJa00
Travis Benjamin,LAC,WR,30,5,2,0,0,0,0,0,0,16,6,30,0,0,0,,,3,9.0,BenjTr00
C.J. Board,JAX,WR,26,4,0,0,0,0,0,0,0,4,2,31,0,0,0,,,3,5.1,BoarC.00
Pharaoh Brown,CLE,TE,25,9,6,0,0,0,0,0,0,3,2,27,0,0,0,,,3,4.7,BrowPh01
Cody Core,NYG,WR,25,16,0,0,0,0,0,0,0,5,3,28,0,0,0,,,3,5.8,CoreCo00
Dalyn Dawkins,TEN,RB,25,2,0,0,0,0,11,26,0,1,0,0,0,0,0,,,3,2.6,DawkDa01
Devin Funchess,IND,WR,25,1,1,0,0,0,0,0,0,5,3,32,0,0,0,,,3,6.2,FuncDe00
Johnny Holton,PIT,WR,29,16,3,0,0,0,1,9,0,15,3,21,0,0,0,,,3,6.0,HoltJo00
Tanner Hudson,TAM,TE,25,9,1,0,0,0,0,0,0,5,2,26,0,0,0,,,3,4.6,HudsTa00
Ishmael Hyman,TAM,WR,24,2,1,0,0,0,0,0,0,4,2,34,0,0,0,,,3,5.4,HymaIs00
Jordan Matthews,2TM,WR,27,3,1,0,0,0,0,0,0,12,4,33,0,0,0,,,3,7.3,MattJo00
Codey McElroy,TAM,TE,27,1,0,0,0,0,0,0,0,1,1,30,0,0,0,,,3,4.0,McElCo00
Johnny Mundt,LAR,TE,25,13,2,0,0,0,0,0,0,7,4,26,0,0,0,,,3,6.6,MundJo00
Andre Roberts*,BUF,WR,31,13,0,0,0,0,1,7,0,7,3,20,0,1,0,,,3,5.7,RobeAn00
Drew Sample,CIN,TE,23,9,2,0,0,0,0,0,0,6,5,30,0,0,0,,,3,8.0,SampDr00
Da'Mari Scott,NYG,WR,24,5,2,0,0,0,1,5,0,3,2,22,0,0,0,,,3,4.7,ScotDa02
Russell Shepard,NYG,WR,29,3,0,0,0,0,0,0,0,8,3,25,0,0,0,,,3,5.5,ShepRu00
Anthony Sherman,KAN,RB,31,16,0,0,0,0,4,9,0,3,2,22,0,0,0,,,3,5.1,SherAn00
Cam Sims,WAS,WR,23,7,1,0,0,0,0,0,0,3,2,27,0,0,0,,,3,4.7,SimsCa00
Ryan Switzer,PIT,WR,25,9,0,0,0,0,0,0,0,11,8,27,0,1,0,,,3,10.7,SwitRy00
Nick Bawden,DET,RB,23,10,2,0,0,0,0,0,0,6,4,17,0,0,0,,,2,5.7,BawdNi00
Josh Bellamy,NYJ,WR,30,7,0,0,0,0,0,0,0,3,2,20,0,0,0,,,2,4.0,BellJo02
Fred Brown,DEN,WR,26,13,1,0,0,0,0,0,0,3,2,21,0,1,0,,,2,4.1,BrowFr01
Michael Crabtree,ARI,WR,32,2,1,0,0,0,0,0,0,5,4,22,0,0,0,,,2,6.2,CrabMi00
Rashard Davis,TEN,WR,24,1,0,0,0,0,0,0,0,1,1,16,0,0,0,,,2,2.6,DaviRa01
Robert Davis,2TM,WR,24,6,3,0,0,0,0,0,0,5,2,17,0,0,0,,,2,3.7,DaviRo00
Ashton Dulin,IND,WR,22,13,0,0,0,0,0,0,0,2,2,17,0,0,0,,,2,3.7,DuliAs00
Tyler Ervin,2TM,RB,26,10,0,0,0,0,1,10,0,4,2,11,0,2,0,,,2,4.1,ErviTy00
Darius Jennings,TEN,WR,27,8,0,0,0,0,0,0,0,5,2,17,0,0,0,,,2,3.7,JennDa00
Marqise Lee,JAX,WR,28,6,1,0,0,0,1,1,0,4,3,18,0,0,0,,,2,4.9,LeexMa00
T.J. Logan,TAM,FB,25,12,0,0,0,0,3,10,0,3,2,13,0,0,0,,,2,4.3,LogaT.00
Donte Moncrief,2TM,WR,26,8,2,0,0,0,0,0,0,15,4,18,0,0,0,,,2,5.8,MoncDo00
Chris Moore,BAL,WR,26,14,1,0,0,0,1,0,0,5,3,21,0,0,0,,,2,5.1,MoorCh00
Stanley Morgan Jr.,CIN,WR,23,11,0,0,0,0,0,0,0,10,3,18,0,0,0,,,2,4.8,MorgSt02
Josh Oliver,JAX,TE,22,4,1,0,0,0,0,0,0,6,3,15,0,0,0,,,2,4.5,OlivJo00
Samaje Perine,2TM,RB,24,7,0,0,0,0,5,16,0,0,0,0,0,0,0,,,2,1.6,PeriSa00
Eric Saubert,CHI,TE,25,2,0,0,0,0,0,0,0,3,2,21,0,0,0,,,2,4.1,SaubEr00
Keith Smith,ATL,FB,27,16,5,0,0,0,5,8,0,3,1,13,0,0,0,,,2,3.1,SmitKe03
Diontae Spencer,DEN,WR,27,16,2,0,0,0,3,6,0,8,6,31,0,3,1,,,2,7.7,SpenDi00
Bobo Wilson,TAM,WR,24,6,1,0,0,0,0,0,0,11,3,35,0,3,1,,,2,4.5,WilsJe00
Zach Zenner,3TM,RB,28,5,0,0,0,0,3,-2,0,3,2,19,0,0,0,,,2,3.7,ZennZa00
Josh Adams,NYJ,RB,23,3,0,0,0,0,8,12,0,0,0,0,0,0,0,,,1,1.2,AdamJo03
Antony Auclair,TAM,TE,26,8,5,0,0,0,0,0,0,3,1,11,0,0,0,,,1,2.1,AuclAn00
Tony Brooks-James,PIT,RB,25,3,0,0,0,0,8,7,0,0,0,0,0,0,0,,,1,0.7,BrooTo01
Austin Carr,NOR,WR,26,6,3,0,0,0,0,0,0,4,1,9,0,0,0,,,1,1.9,CarrAu00
Sean Culkin,LAC,TE,26,4,2,0,0,0,0,0,0,2,1,12,0,0,0,,,1,2.2,CulkSe00
Josh Ferguson,WAS,RB,26,2,0,0,0,0,3,9,0,0,0,0,0,0,0,,,1,0.9,FergJo02
Ryan Grant,OAK,WR,29,2,1,0,0,0,0,0,0,9,4,14,0,0,0,,,1,5.4,GranRy01
Will Grier,CAR,QB,24,2,2,228,0,4,7,22,0,0,0,0,0,1,1,,,1,1.3,GrieWi00
Ryan Griffin,TAM,QB,30,2,0,18,0,0,4,-1,0,0,0,0,0,0,0,,,1,0.6,GrifRy01
Damien Harris,NWE,RB,22,2,0,0,0,0,4,12,0,0,0,0,0,0,0,,,1,1.2,HarrDa06
Dwayne Harris,OAK,WR,32,3,0,0,0,0,0,0,0,1,1,7,0,0,0,,,1,1.7,HarrDw00
Chris Herndon,NYJ,TE,23,1,0,0,0,0,0,0,0,2,1,7,0,0,0,,,1,1.7,HernCh00
Cody Hollister,TEN,WR,26,5,0,0,0,0,0,0,0,2,2,13,0,0,0,,,1,3.3,HollCo00
Buddy Howell,HOU,RB,23,16,0,0,0,0,5,10,0,0,0,0,0,0,0,,,1,1.0,HoweGr00
Jakob Johnson,NWE,FB,25,4,3,0,0,0,0,0,0,2,1,5,0,0,0,,,1,1.5,JohnJa12
Charles Jones,JAX,TE,23,4,0,0,0,0,0,0,0,1,1,5,0,0,0,,,1,1.5,JoneCh10
John Kelly,LAR,RB,23,4,0,0,0,0,3,9,0,0,0,0,0,0,0,,,1,0.9,KellJo00
Ben Koyack,JAX,TE,26,11,6,0,0,0,0,0,0,3,1,9,0,0,0,,,1,1.9,KoyaBe00
Chris Manhertz,CAR,TE,27,15,6,0,0,0,0,0,0,1,1,11,0,0,0,,,1,2.1,ManhCh00
Josh McCown,PHI,QB,40,3,0,24,0,0,2,-2,0,0,0,0,0,0,0,,,1,0.8,McCoJo01
Ryan Nall,CHI,RB,24,8,0,0,0,0,2,8,0,0,0,0,0,0,0,,,1,0.8,NallRy00
Isaac Nauta,DET,TE,22,6,0,0,0,0,0,0,0,3,2,13,0,0,0,,,1,3.3,NautIs00
Gunner Olszewski,NWE,WR,23,8,0,0,0,0,0,0,0,4,2,34,0,1,1,,,1,3.4,OlszGu00
Ricky Ortiz,NOR,FB,25,1,0,0,0,0,0,0,0,1,1,8,0,0,0,,,1,1.8,OrtiRi00
Jordan Scarlett,CAR,RB,23,9,0,0,0,0,4,9,0,0,0,0,0,0,0,,,1,0.9,ScarJo00
Dalton Schultz,DAL,TE,23,16,0,0,0,0,0,0,0,2,1,6,0,0,0,,,1,1.6,SchuDa00
Jaleel Scott,BAL,WR,24,3,0,0,0,0,0,0,0,3,1,6,0,0,0,,,1,1.6,ScotJa02
Scott Simonson,NYG,TE,27,5,1,0,0,0,0,0,0,2,2,11,0,0,0,,,1,3.1,SimoSc00
Jeff Smith,NYJ,WR,22,1,0,0,0,0,0,0,0,2,1,12,0,0,0,,,1,2.2,SmitJe03
Tyrone Swoopes,SEA,TE,25,5,2,0,0,0,0,0,0,1,1,5,0,0,0,,,1,1.5,SwooTy00
De'Anthony Thomas,2TM,RB,26,14,0,0,0,0,2,5,0,2,1,6,0,3,0,,,1,2.1,ThomDe05
Jordan Thomas,HOU,TE,23,5,2,0,0,0,0,0,0,3,1,8,0,0,0,,,1,1.8,ThomJo05
Mike Thomas,LAR,WR,25,16,0,0,0,0,0,0,0,5,2,14,0,0,0,,,1,3.4,ThomMi04
Levine Toilolo,SFO,TE,28,13,0,0,0,0,0,0,0,2,2,10,0,0,0,,,1,3.0,ToilLe00
De'Lance Turner,MIA,RB,24,8,0,0,0,0,4,6,0,0,0,0,0,0,0,,,1,0.6,TurnDe01
John Ursua,SEA,WR,25,3,0,0,0,0,0,0,0,1,1,11,0,0,0,,,1,2.1,UrsuJo00
Dexter Williams,GNB,RB,22,4,0,0,0,0,5,11,0,0,0,0,0,0,0,,,1,1.1,WillDe07
Jerell Adams,HOU,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,AdamJe01
Stephen Anderson,LAC,TE,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,AndeSt01
Evan Baylis,GNB,TE,26,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,BaylEv00
Kendall Blanton,LAR,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,BlanKe01
Tim Boyle,GNB,QB,25,3,0,15,0,0,5,-7,0,0,0,0,0,0,0,,,,-0.1,BoylTi00
Deante Burton,DAL,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,BurtDe00
Michael Burton,WAS,RB,27,10,2,0,0,0,0,0,0,1,0,0,0,,0,,,,,BurtMi00
Trenton Cannon,NYJ,RB,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,CannTr00
Garrett Celek,SFO,TE,31,5,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,CeleGa00
Jordan Chunn,DAL,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,ChunJo00
Chandler Cox,MIA,RB,23,13,3,0,0,0,0,0,0,0,0,0,0,,0,,,,,CoxxCh01
River Cracraft,DEN,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,CracRi00
Jerome Cunningham,WAS,TE,28,2,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,CunnJe00
Darrell Daniels,ARI,TE,25,11,0,0,0,0,0,0,0,3,1,4,0,0,0,,,,1.4,DaniDa02
Davion Davis,MIN,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,DaviDa03
James Develin,NWE,TE,31,2,2,0,0,0,2,3,0,0,0,0,0,0,0,,,,0.3,DeveJa00
Garrett Dickerson,NYG,TE,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,DickGa00
Gehrig Dieter,KAN,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,DietGe00
Brandon Dillon,MIN,TE,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,DillBr00
Josh Doctson,MIN,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,DoctJo00
Alex Ellis,PHI,TE,26,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,ElliAl01
David Fales,NYJ,QB,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,FaleDa00
David Fluellen,TEN,RB,27,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,FlueDa00
D.J. Foster,ARI,WR,26,6,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,FostD.01
Travis Fulgham,DET,WR,24,3,0,0,0,0,0,0,0,3,0,0,0,,0,,,,,FulgTr00
Zach Gentry,PIT,TE,23,4,0,0,0,0,0,0,0,1,1,4,0,0,0,,,,1.4,GentZa00
Garrett Gilbert,CLE,QB,28,5,0,0,0,0,3,-3,0,0,0,0,0,0,0,,,,-0.3,GilbGa01
Cullen Gillaspia,HOU,RB,24,16,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,GillCu00
Cyril Grayson,TAM,WR,26,2,0,0,0,0,0,0,0,1,1,3,0,0,0,,,,1.3,GrayCy01
Xavier Grimble,PIT,TE,27,3,1,0,0,0,0,0,0,3,1,3,0,0,0,,,,1.3,GrimXa00
Jalen Guyton,LAC,WR,22,3,0,0,0,0,0,0,0,2,0,0,0,,0,,,,,GuytJa01
Justin Hardee,NOR,WR,25,16,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,HardJu01
Krishawn Hogan,NOR,WR,24,8,0,0,0,0,0,0,0,1,1,4,0,0,0,,,,1.4,HogaKr00
Lil'Jordan Humphrey,NOR,WR,21,5,1,0,0,0,0,0,0,1,0,0,0,,0,,,,,HumpLi01
Trenton Irwin,CIN,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,IrwiTr00
Gary Jennings Jr,MIA,WR,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,JennGa00
Tom Kennedy,DET,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,KennTo01
Darvin Kidsy,WAS,WR,24,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,KidsDa00
Keith Kirkwood,NOR,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,KirkKe00
Matt Lengel,IND,TE,29,1,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,LengMa00
Josh Malone,NYJ,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,MaloJo00
Jeremy McNichols,JAX,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,McNiJe00
Trace McSorley,BAL,QB,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,0.1,McSoTr00
Carson Meier,ATL,TE,24,1,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,MeieCa00
Jaydon Mickens,TAM,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MickJa01
Alfred Morris,ARI,RB,31,1,0,0,0,0,1,4,0,0,0,0,0,0,0,,,,0.4,MorrAl00
Nick Mullens,SFO,QB,24,1,0,0,0,0,3,-3,0,0,0,0,0,0,0,,,,-0.3,MullNi00
Jojo Natson,LAR,WR,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NatsJo00
Roosevelt Nix,PIT,RB,27,3,0,0,0,0,0,0,0,3,2,4,0,0,0,,,,2.4,NixxRo01
Jamize Olawale,DAL,FB,30,16,5,0,0,0,0,0,0,2,0,0,0,,0,,,,,OlawJa00
Donovan Olumba,DAL,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,OlumDo00
Senorise Perry,BUF,RB,28,11,0,0,0,0,3,3,0,1,1,1,0,0,0,,,,1.4,PerrSe00
Craig Reynolds,WAS,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,ReynCr00
Richard Rodgers,PHI,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,RodgRi00
Cooper Rush,DAL,QB,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,RushCo00
Spencer Schnell,TAM,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SchnSp00
Mason Schreck,CIN,TE,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,SchrMa00
Trevor Siemian,NYJ,QB,28,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,0.1,SiemTr00
Matthew Slater*+,NWE,WR,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SlatMa00
Rod Smith,2TM,RB,27,6,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,SmitRo06
Jace Sternberger,GNB,TE,23,6,1,0,0,0,0,0,0,1,0,0,0,,0,,,,,SterJa00
Alex Tanney,NYG,QB,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,TannAl00
Taywan Taylor,CLE,WR,24,3,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,TaylTa00
Eric Tomlinson,3TM,TE,27,8,3,0,0,0,0,0,0,1,1,1,0,0,0,,,,1.1,TomlEr01
Robert Turbin,SEA,RB,30,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,TurbRo00
Jason Vander Laan,NOR,TE,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VandJa00
Austin Walter,NYG,RB,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,WaltAu00
Jester Weah,WAS,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,WeahJe01
Nsimba Webster,LAR,WR,23,5,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,WebsNs00
Chad Williams,IND,WR,25,1,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,WillCh05
Trayveon Williams,CIN,RB,22,11,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,WillTr06
Juwann Winfree,DEN,WR,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,WinfJu00
Blake Bortles,LAR,QB,27,3,0,3,0,0,2,-9,0,0,0,0,0,0,0,,,-1,-0.8,BortBl00
Sean Mannion,MIN,QB,27,3,1,126,0,2,6,-5,0,0,0,0,0,1,1,,,-1,-1.5,MannSe00
Greg Dortch,CAR,WR,21,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,,-2,-2.0,DortGr01
Quincy Enunwa,NYJ,WR,27,1,1,0,0,0,0,0,0,3,1,-4,0,1,1,,,-2,-1.4,EnunQu00
Ray-Ray McCloud,CAR,WR,23,6,0,0,0,0,0,0,0,0,0,0,0,3,1,,,-2,-2.0,McClRa00
Darrius Shepherd,GNB,WR,24,6,0,0,0,0,0,0,0,2,1,1,0,1,1,,,-2,-0.9,ShepDa00
Jarrett Stidham,NWE,QB,23,3,0,14,0,1,2,-2,0,0,0,0,0,0,0,,,-2,-1.6,StidJa00
Michael Walker,JAX,WR,23,7,0,0,0,0,0,0,0,3,2,15,0,2,2,,,-3,-0.5,WalkMi00
Corey Clement,PHI,RB,25,4,0,0,0,0,0,0,0,0,0,0,0,2,2,,,-4,-4.0,ClemCo00
