team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
SFO,TE,25,16,9,0,0,0,0,0,0,24,19,245,1,0,0,0,0,310,495,DwelRo00,2020
PHI,WR,34,5,5,0,0,0,1,12,0,26,14,236,1,0,0,0,0,310,448,JackDe00,2020
MIN,WR,26,14,0,0,0,0,0,0,0,30,20,201,2,2,1,0,0,300,501,BeebCh00,2020
DEN,QB,27,3,1,432,3,2,6,28,0,0,0,0,0,0,0,0,1,300,301,DrisJe00,2020
HOU,WR,25,5,2,0,0,0,0,0,0,24,17,236,1,0,0,0,0,300,466,HansCh00,2020
2TM,RB,26,7,4,0,0,0,35,60,4,1,1,-3,0,1,0,0,0,300,307,HowaJo00,2020
BUF,TE,28,10,4,0,0,0,0,0,0,16,12,119,3,0,0,0,0,300,419,KrofTy00,2020
SEA,TE,35,11,8,0,0,0,0,0,0,37,24,239,1,0,0,0,0,300,539,OlseGr00,2020
WAS,WR,23,12,2,0,0,0,1,18,0,37,27,265,1,4,2,0,0,300,573,SimsSt00,2020
NYG,RB,28,5,4,0,0,0,54,172,1,10,7,58,0,0,0,0,0,290,360,FreeDe00,2020
TAM,WR,22,14,3,0,0,0,0,0,0,17,12,169,2,0,0,0,0,290,409,JohnTy00,2020
GNB,TE,36,15,15,0,0,0,0,0,0,17,10,107,3,0,0,0,0,290,387,LewiMa00,2020
HOU,TE,26,13,9,0,0,0,0,0,0,16,14,163,2,0,0,0,0,280,423,BrowPh01,2020
MIA,WR,24,10,1,0,0,0,0,0,0,44,28,276,0,0,0,0,0,280,556,FordIs00,2020
NOR,WR,23,9,2,0,0,0,6,51,0,25,20,186,1,3,1,0,0,280,477,HarrDe07,2020
WAS,WR,31,10,2,0,0,0,0,0,0,28,18,163,2,1,0,0,0,280,463,InmaDo00,2020
LAR,WR,24,16,0,0,0,0,1,-1,0,31,19,220,1,1,0,0,0,280,469,JeffVa00,2020
JAX,QB,24,3,3,624,2,6,1,13,1,0,0,0,0,2,0,0,0,280,283,LutoJa00,2020
KAN,WR,27,13,3,0,0,0,0,0,0,17,13,160,1,0,0,0,0,280,410,PrinBy00,2020
CAR,RB,24,7,1,0,0,0,41,156,1,11,9,59,0,1,0,0,0,280,365,SmitRo08,2020
SEA,WR,22,16,1,0,0,0,0,0,0,21,13,159,2,0,0,0,0,280,409,SwaiFr00,2020
TAM,TE,26,4,1,0,0,0,0,0,0,19,11,146,2,0,0,0,0,270,376,HowaO.00,2020
2TM,WR,31,10,4,0,0,0,1,3,0,24,17,187,1,0,0,1,0,270,440,SanuMo00,2020
MIA,WR,23,10,4,32,0,0,9,32,0,37,28,211,0,0,0,0,0,260,536,BowdLy00,2020
IND,WR,26,11,3,0,0,0,0,0,0,28,14,255,0,0,0,0,0,260,395,JohnMa07,2020
LVR,QB,27,1,0,226,1,1,9,88,1,0,0,0,0,0,0,0,0,260,258,MariMa01,2020
LVR,TE,23,16,2,0,0,0,0,0,0,9,7,140,2,0,0,0,0,260,330,MoreFo00,2020
JAX,TE,28,15,13,0,0,0,0,0,0,38,28,262,0,0,0,0,0,260,542,O'ShJa00,2020
KAN,RB,23,14,1,0,0,0,27,97,1,11,7,65,1,0,1,0,0,260,332,ThomDa06,2020
MIN,TE,25,16,2,0,0,0,0,0,0,26,19,194,1,1,0,0,0,250,444,ConkTy00,2020
LVR,WR,22,12,3,0,0,0,0,0,0,15,11,193,1,0,0,0,0,250,363,EdwaBr01,2020
DEN,RB,24,16,0,0,0,0,35,170,0,13,12,81,0,0,0,0,0,250,371,FreeRo00,2020
DET,TE,26,16,7,0,0,0,0,0,0,22,14,129,2,0,0,0,0,250,389,JameJe00,2020
SFO,RB,24,8,0,0,0,0,39,148,1,8,7,33,0,1,0,0,0,240,311,HastJa02,2020
KAN,QB,35,3,1,248,2,0,7,-2,1,0,0,0,0,2,0,0,0,240,237,HennCh01,2020
SEA,RB,22,9,0,0,0,0,25,88,0,10,9,90,1,0,0,0,0,240,328,HomeTr00,2020
BAL,TE,27,9,9,0,0,0,0,0,0,17,14,113,2,0,0,0,0,230,373,BoylNi00,2020
LVR,WR,25,16,2,29,0,0,0,0,0,20,14,154,1,0,0,0,0,230,366,JoneZa00,2020
TEN,TE,28,11,4,0,0,0,0,0,0,8,5,49,2,0,0,0,0,230,279,PruiMy00,2020
JAX,RB,30,8,0,0,0,0,7,20,0,23,20,146,1,0,0,0,0,230,426,ThomCh03,2020
NOR,TE,23,15,6,0,0,0,0,0,0,16,15,171,1,0,0,0,0,230,381,TrauAd00,2020
MIN,RB,27,16,0,0,0,0,8,42,0,9,8,58,2,0,0,0,0,220,300,AbduAm00,2020
MIA,WR,27,16,2,0,0,0,0,0,0,25,16,176,1,1,1,0,0,220,376,HollMa00,2020
IND,QB,28,11,0,17,0,0,17,19,3,0,0,0,0,0,0,0,0,210,206,BrisJa00,2020
NOR,WR,22,11,3,0,0,0,0,0,0,27,21,213,0,0,0,0,0,210,423,CallMa01,2020
MIN,WR,23,16,3,0,0,0,0,0,0,19,14,189,0,0,0,1,0,210,349,JohnOl00,2020
NWE,WR,24,13,2,0,0,0,5,23,0,5,5,62,1,1,0,0,0,210,255,OlszGu00,2020
CAR,TE,24,16,8,0,0,0,0,0,0,31,20,145,1,1,0,0,0,210,405,ThomIa00,2020
SEA,RB,26,3,1,0,0,0,18,77,2,2,1,4,0,0,0,0,0,200,211,CollAl00,2020
JAX,RB,26,14,2,0,0,0,32,145,0,20,10,54,0,0,0,0,0,200,299,OgunDa00,2020
HOU,WR,28,10,0,0,0,0,0,0,0,19,11,144,1,0,0,0,0,200,314,StilKe00,2020
BUF,RB,23,1,0,0,0,0,12,63,2,1,1,20,0,0,0,0,0,200,213,WillAn03,2020
CIN,QB,26,5,1,164,1,2,11,66,1,0,0,0,0,0,0,0,0,190,192,FinlRy00,2020
PHI,WR,24,13,4,0,0,0,1,1,0,29,10,167,0,0,0,1,0,190,288,HighJo00,2020
LVR,TE,38,16,7,0,0,0,0,0,0,17,13,69,2,0,0,0,0,190,319,WittJa00,2020
WAS,WR,23,14,6,0,0,0,3,16,0,35,27,197,0,3,1,0,0,190,463,WrigIs01,2020
TEN,WR,25,12,1,0,0,0,4,20,0,13,12,100,1,1,0,0,0,180,300,BatsCa00,2020
MIN,RB,27,15,11,0,0,0,5,18,0,13,8,97,1,0,0,0,0,180,255,HamxC.00,2020
CLE,WR,25,9,0,0,0,0,0,0,0,17,11,180,0,0,0,0,0,180,290,HodgKh00,2020
NWE,TE,25,12,12,0,0,0,0,0,0,20,13,199,0,1,1,0,0,180,309,IzzoRy00,2020
PHI,WR,30,7,2,0,0,0,0,0,0,13,6,115,1,0,0,0,0,180,235,JeffAl00,2020
CLE,RB,24,16,0,0,0,0,33,166,0,4,3,14,0,1,0,0,0,180,210,JohnDE04,2020
NYG,QB,34,4,2,375,1,1,9,12,0,0,0,0,0,1,1,0,1,180,182,McCoCo00,2020
DEN,TE,22,4,0,0,0,0,0,0,0,15,11,121,1,0,0,0,0,180,291,OkwuAl00,2020
ATL,WR,25,15,1,0,0,0,2,7,0,18,12,69,2,2,1,0,0,180,296,PoweBr00,2020
TEN,WR,26,15,3,0,0,0,1,-3,0,15,9,187,0,0,0,0,0,180,274,RaymKa00,2020
PIT,QB,25,5,1,324,2,1,7,-6,0,0,0,0,0,0,0,0,0,180,184,RudoMa00,2020
GNB,WR,24,12,1,0,0,0,1,7,0,13,7,117,1,0,0,0,0,180,254,St.BEq00,2020
TAM,RB,23,10,0,0,0,0,26,109,0,10,5,34,1,1,1,0,0,180,233,VaugKe00,2020
PHI,WR,24,8,0,0,0,0,0,0,0,8,4,85,0,0,0,1,0,170,205,ArceJJ00,2020
BAL,WR,32,6,0,0,0,0,0,0,0,11,6,47,2,0,0,0,0,170,227,BryaDe01,2020
LVR,RB,24,16,4,0,0,0,3,4,0,17,12,110,1,0,0,0,0,170,294,IngoAl01,2020
ARI,WR,24,8,1,0,0,0,0,0,0,23,15,173,0,0,0,0,0,170,323,JohnKe07,2020
PIT,RB,22,11,0,0,0,0,33,113,0,9,6,54,0,0,0,0,0,170,227,McFaAn00,2020
NYJ,WR,23,12,4,0,0,0,0,0,0,37,17,167,0,0,0,0,0,170,337,SmitJe03,2020
GNB,TE,24,12,0,0,0,0,0,0,0,15,12,114,1,0,0,0,0,170,294,SterJa00,2020
CIN,WR,26,14,0,0,0,0,1,1,0,21,13,132,1,1,1,0,0,170,303,ThomMi04,2020
ATL,WR,25,5,0,0,0,0,0,0,0,7,6,49,2,0,0,0,0,170,229,TreaLa00,2020
PHI,WR,22,6,0,0,0,0,0,0,0,13,7,106,1,0,0,0,0,170,236,WatkQu00,2020
CIN,RB,23,10,0,0,0,0,26,157,0,5,5,30,0,1,1,0,0,170,217,WillTr06,2020
DET,WR,25,14,2,0,0,0,6,33,0,20,13,89,0,2,1,0,0,160,292,AgneJa00,2020
DAL,WR,24,16,1,0,0,0,1,4,0,24,14,154,0,0,0,0,0,160,298,BrowNo00,2020
PHI,RB,26,15,0,0,0,0,21,75,1,6,5,25,0,0,0,0,0,160,210,ClemCo00,2020
TEN,RB,24,6,0,0,0,0,22,95,0,1,1,5,1,0,0,0,0,160,170,ForeDO00,2020
MIA,WR,23,9,2,0,0,0,3,5,0,13,9,92,1,1,0,0,0,160,247,PerrMa00,2020
BUF,WR,33,10,2,0,0,0,0,0,0,6,4,35,2,0,0,0,0,160,195,SmitLe00,2020
DEN,TE,27,15,11,0,0,0,0,0,0,21,14,95,1,0,0,0,0,160,295,VannNi00,2020
ARI,TE,26,9,8,0,0,0,0,0,0,10,8,102,1,0,0,0,0,160,242,WillMa04,2020
CAR,RB,24,2,0,0,0,0,12,69,0,2,2,18,1,0,0,0,0,150,167,BonnRe00,2020
ARI,TE,26,12,8,0,0,0,0,0,0,11,8,92,1,0,0,0,0,150,232,DaniDa02,2020
GNB,RB,27,8,0,0,0,0,13,67,0,15,11,84,0,0,0,0,0,150,261,ErviTy00,2020
TAM,QB,31,4,0,143,2,0,9,16,0,0,0,0,0,1,0,0,0,150,153,GabbBl00,2020
DAL,QB,29,1,1,243,1,1,3,28,0,0,0,0,0,0,0,0,0,150,145,GilbGa01,2020
LAC,RB,23,16,5,0,0,0,2,7,0,7,5,25,2,0,0,0,0,150,202,NabeGa00,2020
CIN,WR,23,9,2,0,0,0,0,0,0,22,14,150,0,0,0,0,0,150,290,TateAu00,2020
CIN,TE,27,2,2,0,0,0,0,0,0,11,8,87,1,0,0,0,0,150,227,UzomC.00,2020
BUF,RB,27,3,0,0,0,0,10,70,0,4,1,22,1,1,0,0,0,150,162,YeldT.00,2020
ATL,WR,24,16,0,0,0,0,0,0,0,18,13,141,0,0,0,0,0,140,271,BlakCh00,2020
TEN,RB,22,5,0,0,0,0,14,54,0,4,2,27,1,0,0,0,0,140,161,EvanDa02,2020
DEN,TE,25,8,0,0,0,0,0,0,0,15,8,80,1,0,0,0,0,140,220,FumaTr00,2020
TEN,TE,27,10,8,0,0,0,0,0,0,12,9,83,1,0,0,0,0,140,233,SwaiGe00,2020
GNB,WR,25,15,1,0,0,0,1,9,0,6,5,66,1,0,0,0,0,140,185,TaylMa01,2020
MIN,RB,25,16,0,0,0,0,11,59,1,2,2,10,0,0,0,0,0,130,149,BoonMi00,2020
IND,WR,22,7,0,0,0,0,6,46,0,10,10,79,0,0,0,0,0,130,225,HarrDe09,2020
TAM,RB,32,10,0,0,0,0,10,31,0,19,15,101,0,0,0,0,0,130,282,McCoLe01,2020
NOR,WR,27,6,1,0,0,0,19,101,0,6,3,27,0,0,0,0,0,130,158,MontTy01,2020
CHI,RB,25,16,0,0,0,0,3,0,0,9,8,67,1,0,0,0,0,130,207,NallRy00,2020
NWE,QB,24,5,0,256,2,3,7,7,0,0,0,0,0,0,0,0,0,130,129,StidJa00,2020
LAR,QB,25,1,1,231,0,1,6,56,0,0,0,0,0,0,0,0,0,130,128,WolfJo00,2020
CHI,RB,25,3,0,0,0,0,14,74,0,9,6,41,0,0,0,0,0,120,175,CoheTa00,2020
DET,QB,34,4,0,264,1,2,2,16,0,0,0,0,0,0,0,0,0,120,122,DaniCh00,2020
WAS,QB,27,1,0,137,1,0,3,22,0,0,0,0,0,0,0,0,0,120,117,HeinTa00,2020
NYJ,WR,33,5,4,0,0,0,0,0,0,26,14,118,0,0,0,0,0,120,258,HogaCh00,2020
MIA,RB,25,16,0,0,0,0,13,72,0,12,10,68,0,1,1,0,0,120,220,LairPa00,2020
PIT,WR,24,16,2,0,0,0,4,65,0,22,20,77,0,2,1,0,0,120,322,McClRa00,2020
2TM,WR,25,7,1,0,0,0,0,0,0,6,4,76,1,1,1,0,0,120,156,PettDa00,2020
LAC,RB,27,6,0,0,0,0,15,76,0,10,8,42,0,0,0,0,0,120,198,PopeTr00,2020
2TM,RB,27,4,1,0,0,0,31,91,0,10,5,30,0,0,0,0,0,120,171,WashDe00,2020
LAC,TE,27,16,3,0,0,0,0,0,0,11,8,106,0,0,0,0,0,110,186,AndeSt01,2020
DAL,TE,29,16,2,0,0,0,1,2,0,15,11,110,0,0,0,0,0,110,222,BellBl00,2020
CIN,WR,28,16,2,0,0,0,5,7,0,17,12,139,0,2,2,0,0,110,226,EricAl01,2020
LAC,TE,32,6,3,0,0,0,0,0,0,6,3,50,1,0,0,0,0,110,140,GreeVi00,2020
NOR,TE,30,14,7,0,0,0,0,0,0,10,8,46,1,1,0,0,0,110,186,HillJo02,2020
NOR,WR,22,3,1,0,0,0,0,0,0,5,3,46,1,0,0,0,0,110,136,HumpLi01,2020
DEN,QB,24,3,1,295,2,4,5,-5,0,0,0,0,0,1,0,0,0,110,113,RypiBr00,2020
NYG,TE,23,15,12,0,0,0,0,0,0,21,18,112,0,1,0,0,0,110,292,SmitKa00,2020
DEN,WR,28,11,0,0,0,0,3,19,0,6,3,26,0,2,0,0,0,110,135,SpenDi00,2020
NWE,RB,22,6,0,0,0,0,23,110,0,2,1,4,0,0,0,0,0,110,124,TaylJJ01,2020
CHI,WR,26,13,1,0,0,0,1,2,0,12,6,48,1,0,0,0,0,110,170,WimsJa00,2020
NWE,TE,23,9,3,0,0,0,0,0,0,7,2,39,1,0,0,0,0,100,119,AsiaDe00,2020
NYG,WR,27,14,4,0,0,0,1,3,0,16,11,101,0,0,0,0,0,100,214,BoarC.00,2020
NWE,RB,26,16,11,0,0,0,0,0,0,9,8,35,1,1,0,0,0,100,175,JohnJa12,2020
PIT,TE,30,14,12,0,0,0,0,0,0,20,15,99,0,0,0,0,0,100,249,McDoVa00,2020
CAR,WR,27,16,2,0,0,0,1,1,0,4,3,35,0,0,0,0,0,100,126,ZylsBr00,2020
BUF,QB,30,5,0,197,1,1,6,-6,0,0,0,0,0,0,0,0,0,90,93,BarkMa00,2020
NYG,RB,23,2,2,0,0,0,19,34,0,9,6,60,0,0,0,0,0,90,154,BarkSa00,2020
IND,WR,23,2,2,0,0,0,2,16,0,9,6,71,0,0,0,0,0,90,147,CampPa00,2020
NOR,WR,27,6,0,0,0,0,0,0,0,4,3,27,1,0,0,0,0,90,117,CarrAu00,2020
SFO,RB,27,8,1,0,0,0,28,53,0,5,4,34,0,0,0,0,0,90,127,ColeTe01,2020
GNB,TE,23,5,2,0,0,0,0,0,0,2,2,26,1,0,0,0,0,90,106,DafnDo00,2020
NYJ,TE,30,15,6,0,0,0,0,0,0,12,9,86,0,0,0,0,0,90,176,GrifRy00,2020
NYG,WR,23,11,1,0,0,0,0,0,0,11,7,91,0,0,0,0,0,90,161,MackAu01,2020
BAL,QB,25,2,0,90,1,0,5,17,0,0,0,0,0,0,0,0,0,90,93,McSoTr00,2020
CHI,RB,24,5,0,0,0,0,6,34,1,0,0,0,0,0,0,0,0,90,94,PierAr00,2020
LAC,WR,22,11,0,0,0,0,5,29,1,1,0,0,0,0,0,0,0,90,89,ReedJo03,2020
SFO,WR,26,12,1,0,0,0,0,0,0,21,10,86,0,0,0,0,0,90,186,TaylTr02,2020
LAC,QB,31,2,1,208,0,0,6,7,0,0,0,0,0,0,0,0,0,90,90,TaylTy00,2020
CAR,QB,25,4,1,368,1,5,5,-2,0,1,0,0,0,1,0,0,0,90,85,WalkPh00,2020
TAM,WR,25,11,2,0,0,0,0,0,0,11,7,94,0,0,0,0,0,90,164,WatsJu01,2020
BUF,RB,23,14,0,0,0,0,0,0,0,2,2,16,1,0,0,0,0,80,96,GillRe00,2020
BAL,RB,23,12,0,0,0,0,12,60,0,5,5,20,0,0,0,0,0,80,130,HillJu00,2020
BUF,WR,28,6,0,0,0,0,0,0,0,1,1,22,1,0,0,0,0,80,92,KumeJa00,2020
HOU,RB,26,10,0,0,0,0,10,19,0,5,5,18,1,1,1,0,0,80,127,ProsC.00,2020
BAL,RB,26,15,10,0,0,0,1,-1,0,12,9,45,1,1,1,0,0,80,174,RicaPa00,2020
ARI,QB,25,5,0,105,1,1,4,15,0,0,0,0,0,1,0,0,0,80,77,StreCh00,2020
CAR,WR,25,16,1,0,0,0,0,0,0,8,5,73,0,1,0,0,0,70,123,CoopPh00,2020
DAL,QB,24,3,1,219,0,0,6,22,0,0,0,0,0,4,2,0,0,70,70,DiNuBe00,2020
HOU,RB,24,14,0,0,0,0,16,64,0,2,1,3,0,0,0,0,0,70,77,HoweGr00,2020
PIT,RB,24,14,1,0,0,0,9,28,0,14,9,46,0,0,0,0,0,70,164,SamuJa00,2020
KAN,RB,32,13,1,0,0,0,3,8,0,2,1,5,1,0,0,0,0,70,83,SherAn00,2020
ATL,RB,28,16,7,0,0,0,4,7,0,15,11,59,0,0,0,0,0,70,176,SmitKe03,2020
DEN,WR,25,1,1,0,0,0,0,0,0,6,3,66,0,0,0,0,0,70,96,SuttCo00,2020
CAR,TE,27,15,4,0,0,0,0,0,0,2,1,7,1,0,0,0,0,70,77,ThomCo03,2020
ARI,RB,23,14,0,0,0,0,0,0,0,1,1,11,1,0,0,0,0,70,81,WardJo00,2020
CLE,WR,24,3,1,0,0,0,0,0,0,11,5,60,0,0,0,0,0,60,110,BradJa01,2020
DEN,WR,23,10,0,0,0,0,0,0,0,9,6,63,0,0,0,0,0,60,123,ClevTy00,2020
PHI,TE,26,4,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,60,73,CrooJa00,2020
IND,WR,23,13,0,0,0,0,2,11,0,6,3,53,0,1,0,0,0,60,94,DuliAs00,2020
IND,RB,24,1,1,0,0,0,4,26,0,3,3,30,0,0,0,0,0,60,86,MackMa00,2020
TAM,WR,26,10,0,0,0,0,0,0,0,10,7,58,0,0,0,0,0,60,128,MickJa01,2020
HOU,WR,26,6,1,0,0,0,0,0,0,8,5,60,0,0,0,0,0,60,110,MitcSt02,2020
NYG,WR,25,5,0,0,0,0,0,0,0,10,4,63,0,1,0,0,0,60,103,RatlDa00,2020
LVR,RB,29,4,0,0,0,0,6,14,0,6,5,43,0,0,0,0,0,60,107,RiddTh00,2020
ATL,TE,32,16,13,0,0,0,0,0,0,11,7,63,0,0,0,0,0,60,133,StocLu00,2020
2TM,TE,24,6,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,60,73,ThomJo05,2020
CIN,RB,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,WilsBr01,2020
NOR,RB,28,15,4,0,0,0,7,18,0,4,4,28,0,0,0,0,0,50,86,BurtMi00,2020
CAR,RB,26,14,0,0,0,0,10,33,0,3,3,16,0,0,0,0,0,50,79,CannTr00,2020
CIN,TE,25,15,5,0,0,0,0,0,0,7,5,53,0,0,0,0,0,50,103,CartCe00,2020
CHI,TE,29,15,5,0,0,0,0,0,0,14,7,45,0,0,0,0,0,50,115,HarrDe03,2020
2TM,RB,25,7,0,0,0,0,9,48,0,1,1,2,0,0,0,0,0,50,60,HillDo00,2020
CAR,TE,28,16,12,0,0,0,0,0,0,8,6,52,0,0,0,0,0,50,112,ManhCh00,2020
LAR,TE,26,16,1,0,0,0,0,0,0,4,4,53,0,0,0,0,0,50,93,MundJo00,2020
ARI,WR,24,15,1,0,0,0,0,0,0,7,5,50,0,0,0,0,0,50,100,SherTr00,2020
NYG,TE,29,16,2,0,0,0,0,0,0,6,5,46,0,0,0,0,0,50,96,ToilLe00,2020
TEN,WR,23,14,1,0,0,0,0,0,0,8,3,33,0,0,0,1,0,50,83,WestNi00,2020
NWE,WR,23,4,0,0,0,0,2,21,0,2,2,29,0,0,0,0,0,50,70,ZubeIs00,2020
TEN,RB,24,15,7,0,0,0,0,0,0,5,4,39,0,0,0,0,0,40,79,BlasKh00,2020
DET,TE,22,5,0,0,0,0,0,0,0,3,1,44,0,0,0,0,0,40,54,BryaHu02,2020
NYJ,WR,23,2,1,0,0,0,0,0,0,6,2,35,0,0,0,0,0,40,55,CageLa01,2020
SFO,WR,26,9,1,0,0,0,0,0,0,9,6,41,0,0,0,0,0,40,101,CracRi00,2020
WAS,WR,26,4,2,0,0,0,0,0,0,6,2,37,0,0,0,0,0,40,57,FostRo01,2020
CHI,WR,35,6,0,0,0,0,0,0,0,6,3,40,0,1,0,0,0,40,70,GinnTe00,2020
JAX,WR,24,3,0,0,0,0,1,3,0,6,3,32,0,0,0,0,0,40,65,GodwTe00,2020
TAM,TE,26,11,0,0,0,0,0,0,0,7,3,41,0,0,0,0,0,40,71,HudsTa00,2020
NOR,TE,24,7,4,0,0,0,0,0,0,10,4,39,0,0,0,0,0,40,79,JohnJu02,2020
KAN,TE,25,16,3,0,0,0,0,0,0,9,6,63,0,1,1,0,0,40,103,KeizNi00,2020
JAX,RB,24,8,0,0,0,0,1,1,0,9,9,42,0,0,0,0,0,40,133,OzigDe01,2020
NYG,RB,27,14,0,0,0,0,6,15,0,3,2,20,0,0,0,0,0,40,55,PennEl00,2020
CHI,WR,24,5,1,0,0,0,0,0,0,4,4,39,0,0,0,0,0,40,79,RidlRi00,2020
HOU,TE,23,7,0,0,0,0,0,0,0,7,3,35,0,0,0,0,0,40,65,WarrKa00,2020
SFO,TE,23,14,0,0,0,0,0,0,0,4,3,36,0,0,0,0,0,40,66,WoerCh00,2020
KAN,TE,25,14,1,0,0,0,0,0,0,11,7,36,0,0,0,0,0,40,106,YeldDe00,2020
CAR,RB,26,16,1,0,0,0,6,9,0,9,5,18,0,0,0,0,0,30,77,ArmaAl00,2020
NYJ,WR,28,16,1,0,0,0,0,0,0,2,2,31,0,0,0,0,0,30,51,BrowDa04,2020
CLE,TE,24,16,2,0,0,0,0,0,0,2,1,11,0,0,0,1,0,30,41,CarlSt00,2020
JAX,TE,24,7,4,0,0,0,0,0,0,4,1,10,0,0,0,1,0,30,40,ElleBe00,2020
WAS,WR,22,6,2,0,0,0,1,22,0,7,1,3,0,0,0,0,0,30,35,GandAn00,2020
ATL,TE,25,16,0,0,0,0,0,0,0,5,3,25,0,0,0,0,0,30,55,GrahJa01,2020
BAL,QB,30,4,1,42,0,2,12,69,0,0,0,0,0,1,1,0,0,30,26,GrifRo01,2020
BAL,QB,22,2,0,15,0,0,10,23,0,0,0,0,0,0,0,0,0,30,29,HuntTy01,2020
NYJ,WR,24,4,0,0,0,0,1,12,0,6,4,16,0,0,0,0,0,30,68,MaloJo00,2020
SEA,RB,24,3,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,30,34,PennRa00,2020
CAR,WR,29,7,1,0,0,0,0,0,0,6,4,31,0,0,0,0,0,30,71,RobeSe00,2020
SEA,RB,26,1,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,30,31,ScarBo01,2020
GNB,WR,25,8,0,0,0,0,0,0,0,8,5,46,0,1,1,0,0,30,76,ShepDa00,2020
SFO,RB,24,4,0,0,0,0,1,3,0,1,1,27,0,0,0,0,0,30,40,WaltAu00,2020
DEN,RB,24,5,0,0,0,0,4,11,0,1,1,5,0,0,0,0,0,20,26,BellLe02,2020
DET,QB,25,1,0,49,0,1,1,18,0,0,0,0,0,0,0,0,0,20,18,BlouDa00,2020
PHI,WR,23,2,0,0,0,0,0,0,0,4,3,19,0,0,0,0,0,20,49,BurnDe00,2020
MIA,WR,23,5,1,0,0,0,0,0,0,4,2,20,0,0,0,0,0,20,40,CallAn00,2020
PIT,QB,25,1,0,2,0,0,2,20,0,0,0,0,0,0,0,0,0,20,21,DobbJo00,2020
DAL,RB,22,15,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,20,24,DowdRi01,2020
IND,WR,25,5,0,0,0,0,0,0,0,3,2,23,0,0,0,0,0,20,43,FounDa00,2020
SEA,WR,24,13,0,0,0,0,1,19,0,1,1,3,0,0,0,0,0,20,32,HartPe01,2020
NWE,QB,35,1,1,130,0,1,1,8,0,0,0,0,0,1,1,0,0,20,20,HoyeBr00,2020
PHI,RB,22,5,0,0,0,0,5,19,0,2,1,0,0,0,0,0,0,20,29,HuntJa01,2020
CLE,RB,27,14,3,0,0,0,2,4,0,5,2,13,0,0,0,0,0,20,37,JanoAn00,2020
CLE,QB,32,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,KeenCa00,2020
NWE,TE,21,6,0,0,0,0,0,0,0,5,3,16,0,1,0,0,0,20,46,KeenDa00,2020
NOR,WR,28,5,0,0,0,0,2,14,0,3,1,5,0,0,0,0,0,20,29,LewiTo00,2020
NWE,WR,27,6,0,0,0,0,1,4,0,2,1,15,0,0,0,0,0,20,29,MoncDo00,2020
SEA,TE,21,6,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,20,36,ParkCo02,2020
LVR,QB,26,1,0,25,0,0,1,9,0,0,0,0,0,0,0,0,0,20,19,PeteNa00,2020
HOU,RB,23,8,0,0,0,0,2,9,0,1,1,7,0,0,0,0,0,20,26,PhilSc01,2020
CIN,WR,25,3,1,0,0,0,0,0,0,7,2,17,0,0,0,0,0,20,37,RossJo00,2020
JAX,TE,26,8,4,0,0,0,0,0,0,4,3,16,0,0,0,0,0,20,46,SaubEr00,2020
NYJ,WR,25,1,1,0,0,0,0,0,0,1,1,16,0,0,0,0,0,20,26,ScotJa02,2020
CAR,QB,24,1,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,20,24,StevTo01,2020
NOR,RB,26,11,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,20,15,WashDw00,2020
NOR,QB,26,4,0,75,0,0,8,-6,0,0,0,0,0,0,0,0,0,20,24,WinsJa00,2020
SEA,RB,31,16,0,0,0,0,1,5,0,1,1,9,0,0,0,0,0,10,24,BellNi01,2020
CHI,QB,29,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,BrayTy00,2020
DEN,TE,25,5,1,0,0,0,0,0,0,4,2,5,0,0,0,0,0,10,25,ButtJa00,2020
LVR,TE,30,16,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,10,24,CarrDe00,2020
MIA,RB,24,8,3,0,0,0,0,0,0,2,2,9,0,0,0,0,0,10,29,CoxxCh01,2020
GNB,TE,23,2,1,0,0,0,0,0,0,2,1,12,0,0,0,0,0,10,22,DeguJo00,2020
KAN,WR,27,4,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,10,20,DietGe00,2020
MIN,TE,23,3,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,DillBr00,2020
ARI,WR,27,10,0,0,0,0,2,2,0,1,1,7,0,0,0,0,0,10,19,FostD.01,2020
NOR,WR,29,5,0,0,0,0,0,0,0,6,2,11,0,0,0,0,0,10,31,FowlBe00,2020
HOU,RB,25,7,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,GillCu00,2020
